	SNP	Chromosome	Position	trait1
1	ENSG00000002079	7	98836416	7.46958717413852e-07
2	ENSG00000088340	20	34146506	5.83365883937323e-08
3	ENSG00000100181	22	17082776	2.79308388445263e-13
4	ENSG00000105694	19	2538107	2.15388004764221e-05
5	ENSG00000135477	12	52644249	0.625721515434223
6	ENSG00000135747	1	247108848	0.000509670233766619
7	ENSG00000146001	5	140613937	0.00337196987295323
8	ENSG00000150526	14	39703119	4.53815144109929e-05
9	ENSG00000151303	10	88752162	9.15518724816681e-05
10	ENSG00000154198	1	47308766	0.000326045103598308
11	ENSG00000154316	8	11197145	0.0146788334986005
12	ENSG00000159860	7	143333744	0.00380942401144836
13	ENSG00000163612	4	9155021	0.0302985919553789
14	ENSG00000167912	8	60031598	0.00429588910533371
15	ENSG00000167945	16	855442	3.36992228718281e-07
16	ENSG00000171101	19	51670584	0.0106098110804727
17	ENSG00000173862	7	33765592	0.021456049056028
18	ENSG00000174403	20	61141549	1.95016641717563e-13
19	ENSG00000174680	21	31120493	0.0127250063394406
20	ENSG00000175967	6	114225301	1.88206047744767e-06
21	ENSG00000176716	11	7749631	4.36575908246435e-06
22	ENSG00000177133	1	2976178	3.01964758765341e-07
23	ENSG00000177197	13	48902219	0.00550357910614241
24	ENSG00000177855	2	184472169	2.71377121490618e-05
25	ENSG00000178162	2	131174327	4.07790562359445e-06
26	ENSG00000178636	4	120113927	8.60154015920815e-07
27	ENSG00000179066	19	35596872	0.00240649914081981
28	ENSG00000179157	6	43331216	0.000543705435252842
29	ENSG00000179277	17	15689931	8.0489879967426e-10
30	ENSG00000179935	20	18768294	0.00388758311485567
31	ENSG00000179967	4	140036083	1.5948015454478e-14
32	ENSG00000180019	7	112086218	5.95463523863764e-05
33	ENSG00000180066	10	134257830	0.0118702352564781
34	ENSG00000180229	15	20588367	3.98235433471516e-06
35	ENSG00000180769	4	85887537	9.61820213215273e-14
36	ENSG00000181355	6	9596522	0.000546760256360226
37	ENSG00000181819	23	104650317	0.026458993963316
38	ENSG00000182397	15	100330360	8.64298642953614e-05
39	ENSG00000184139	4	132778497	8.45481568046705e-22
40	ENSG00000184682	11	1910374	0.0867097830330145
41	ENSG00000184774	1	202789393	0.000249233705212553
42	ENSG00000184795	11	67479172	7.96847392226509e-06
43	ENSG00000186354	9	91605777	1.59716416616869e-09
44	ENSG00000186369	14	62584196	1.39934801107821e-10
45	ENSG00000186466	9	67272037	3.01356796194996e-05
46	ENSG00000186842	21	33944547	0.00826324709289867
47	ENSG00000187952	1	21754795	0.00333199874840631
48	ENSG00000188013	17	20492370	2.08715438445851e-09
49	ENSG00000188662	17	48248788	0.006853371945709
50	ENSG00000189212	7	35119600	0.0202595225729896
51	ENSG00000196593	13	24513695	0.00870513648076418
52	ENSG00000197083	5	150310206	4.50083477622093e-07
53	ENSG00000197320	7	9765869	3.13425020241409e-06
54	ENSG00000197376	12	48901136	1.44729486574633e-07
55	ENSG00000197670	20	52169308	4.24763279148916e-06
56	ENSG00000197882	11	86543581	6.57805525906914e-05
57	ENSG00000198106	16	29262828	3.6650766239698e-05
58	ENSG00000198384	13	53063127	2.90830383447021e-06
59	ENSG00000198416	9	39443803	9.69907809956462e-25
60	ENSG00000198555	16	33778505	0.000304937050502384
61	ENSG00000198857	1	120143962	0.022589755059491
62	ENSG00000199332	6	31369928	0.00106338054047948
63	ENSG00000199476	3	48330076	8.35243311198605e-05
64	ENSG00000199691	20	37390170	0.000799954337587334
65	ENSG00000199899	12	113594569	0.187501702044667
66	ENSG00000200033	1	222010675	5.73348541009646e-05
67	ENSG00000200237	19	9930629	0.0293814294929615
68	ENSG00000200253	10	88800994	8.42000120446379e-08
69	ENSG00000200356	10	75038819	0.124417761558558
70	ENSG00000200525	8	96067441	6.16790212232419e-06
71	ENSG00000200550	2	42939879	1.282171822883e-05
72	ENSG00000200674	1	173760685	0.000541876887945389
73	ENSG00000201217	3	152167060	0.0127804621830268
74	ENSG00000201724	15	100221990	1.86458011143214e-06
75	ENSG00000202198	6	52860417	7.99889864137579e-05
76	ENSG00000202533	5	131803838	0.00855991603724602
77	ENSG00000203286	9	3452304	0.00708245479315439
78	ENSG00000203307	1	166050419	5.72674669451343e-05
79	ENSG00000203414	10	13198683	6.36923897430273e-05
80	ENSG00000203446	7	40577725	1.16320795281228e-07
81	ENSG00000203506	3	29657465	0.0443517030627343
82	ENSG00000203635	2	1624281	0.000535606131141814
83	ENSG00000203855	1	120106688	0.000203170255556279
84	ENSG00000203886	10	104592477	2.03988833544069e-05
85	ENSG00000204118	23	72345875	1.79105124246397e-09
86	ENSG00000204136	9	124207268	6.51794700425034e-05
87	ENSG00000204187	10	44340753	4.34058918273137e-07
88	ENSG00000204789	6	27325603	9.78310038798228e-06
89	ENSG00000204790	9	69204537	1.01929553608006e-07
90	ENSG00000204818	9	44170446	0.000281215937309393
91	ENSG00000204837	9	41961614	9.03544799660543e-10
92	ENSG00000205318	6	10633992	0.00271200815299385
93	ENSG00000205361	16	56677616	5.96709045677244e-05
94	ENSG00000205414	16	50639986	0.000114838893344276
95	ENSG00000205562	14	85991476	1.25166669283627e-05
96	ENSG00000205879	8	12029710	0.0286071473552918
97	ENSG00000206647	2	10295198	1.84952335530085e-13
98	ENSG00000206728	3	23315297	0.0287181209487267
99	ENSG00000206878	1	228788182	0.000233381275489023
100	ENSG00000206965	2	175422693	0.0141815314166019
101	ENSG00000207146	23	107920180	0.0079814263203456
102	ENSG00000207206	9	84340157	0.0236515698601405
103	ENSG00000207770	3	114035321	8.44821883026584e-07
104	ENSG00000209042	20	47895476	4.29423527945458e-06
105	ENSG00000209082	M	3228	0.0107361475046699
106	ENSG00000210049	M	574	1.1282374172789e-06
107	ENSG00000210194	M	14672	1.36912832215128e-14
108	ENSG00000210195	M	15886	0.00118681417473285
109	ENSG00000211694	7	38339411	0.0328757593966178
110	ENSG00000211785	14	22309421	0.0687006663470704
111	ENSG00000211786	14	22314718	0.00211471590445953
112	ENSG00000211802	14	22538819	0.00139665065932097
113	ENSG00000211818	14	22771938	0.237276250077618
114	ENSG00000211898	14	106303098	0.00527475708530215
115	ENSG00000212206	17	8232900	0.137386902451927
116	ENSG00000212237	1	228783658	6.42595165043276e-05
117	ENSG00000212293	13	32994526	0.00178064417336649
118	ENSG00000213028	1	229824745	3.0798021141595e-05
119	ENSG00000213070	1	164326003	4.43776018021046e-06
120	ENSG00000213071	6	160874459	0.000252603496706453
121	ENSG00000213078	6	157787021	0.140252390466176
122	ENSG00000213082	2	208546313	0.000220929147444892
123	ENSG00000213225	2	130986948	2.08215125292428e-06
124	ENSG00000213250	12	94817519	3.39529144404073e-08
125	ENSG00000213279	22	49965911	0.000258265769153561
126	ENSG00000213352	12	63149006	9.88101573415809e-05
127	ENSG00000213370	4	174554878	0.000589632820810769
128	ENSG00000213373	17	41026686	6.90690265529863e-15
129	ENSG00000213386	5	172189523	9.95297845352662e-07
130	ENSG00000213435	6	42694971	3.9750682013328e-08
131	ENSG00000213519	3	197307214	0.000280666850774439
132	ENSG00000213561	1	78509066	4.16444319652053e-09
133	ENSG00000213601	2	190175988	0.000245203532330342
134	ENSG00000213703	1	63106792	3.14140738431823e-05
135	ENSG00000213750	8	98636430	8.15469962310436e-09
136	ENSG00000213754	23	63524926	1.94783064840479e-19
137	ENSG00000213876	17	7044248	0.0933588049640275
138	ENSG00000213938	2	200524273	1.80065218010598e-10
139	ENSG00000213956	5	49928957	2.10715321578157e-05
140	ENSG00000213985	19	20368528	0.032103949672224
141	ENSG00000213997	23	46506028	1.5481893449292e-05
142	ENSG00000214039	12	130517998	0.200104912546358
143	ENSG00000214073	3	1947334	0.0802286836895762
144	ENSG00000214093	22	31955468	1.57236567701012e-09
145	ENSG00000214100	2	130680434	2.84007338472057e-14
146	ENSG00000214121	9	12972841	0.0026264772753262
147	ENSG00000214264	11	112051495	1.37685726521693e-07
148	ENSG00000214273	4	190962496	0.000880367128260628
149	ENSG00000214280	3	139301769	0.000856445295798463
150	ENSG00000214289	3	134070693	0.0395682209260089
151	ENSG00000214533	2	65893828	4.42220530885276e-06
152	ENSG00000214553	17	37183529	1.85637889863634e-12
153	ENSG00000214612	20	18485276	0.00484459354641453
154	ENSG00000214796	1	202820955	0.0377896339556463
155	ENSG00000214826	12	9570308	8.17542176252966e-13
156	ENSG00000214919	3	155459932	0.000106320786743804
157	ENSG00000214955	21	35577355	3.35602673932388e-11
158	ENSG00000214961	23	133406316	1.06757147300358e-05
159	ENSG00000215105	23	74960540	4.43570810785826e-07
160	ENSG00000215237	9	14993309	0.00819428134829818
161	ENSG00000215267	10	5317135	0.000504229656842333
162	ENSG00000215333	22	44962844	2.69756848722228e-06
163	ENSG00000215374	8	7159132	1.4280385881192e-07
164	ENSG00000215386	21	17442841	3.51727909871704e-10
